"browser","machine","framework","operatingSystem","name","mimeType","normalQualityAveragePageLoad","lowQualityAveragyPageLoad","veryLowQualityAveragePageLoad","normalQualityAverageVideoLoad","lowQualityAveragyVideoLoad","veryLowQualityAverageVideoLoad","normalQualityFailure","lowQualityFailure","veryLowQualityFailure"
"chrome","Desktop PC","gatsby","windows 10","Netflix_Aerial_4096x2160_60fps_8bit_420","H265","196.92499999981374","281.99999999953434","81.35000000102445","58.075000000186265","84.4499999997206","21.625","false","false","true"
"chrome","Desktop PC","gatsby","windows 10","sintel_trailer_2k_1080p24_lowBitrate","H265","130.3500000005588","108.79999999934807","68.7749999994412","42.424999999813735","41.99999999953434","30.274999999906868","false","false","true"
"chrome","Desktop PC","gatsby","windows 10","720p50_parkrun_ter","WebM","105.09999999962747","57.549999999348074","null","40.0749999997206","22.049999999813735","null","false","false","true"
"chrome","Desktop PC","gatsby","windows 10","Netflix_Aerial_4096x2160_60fps_8bit_420","WebM","139.70000000065193","84.45000000065193","71.3500000005588","42.77499999990687","32.14999999990687","26","false","false","false"
"chrome","Desktop PC","gatsby","windows 10","sintel_trailer_2k_1080p24_lowBitrate","WebM","130.3500000005588","108.79999999934807","68.7749999994412","42.424999999813735","41.99999999953434","30.274999999906868","false","false","true"
"firefox","Desktop PC","gatsby","windows 10","720p50_parkrun_ter","H265","108.5","191","101.75","40.25","69.75","28.75","true","true","true"
"firefox","Desktop PC","gatsby","windows 10","Netflix_Aerial_4096x2160_60fps_8bit_420","H265","128.25","161","52.5","44.75","53.5","16.25","true","true","true"
"firefox","Desktop PC","gatsby","windows 10","sintel_trailer_2k_1080p24_lowBitrate","H265","78.5","84.5","64.75","29.25","30","26.75","true","true","true"
"firefox","Desktop PC","gatsby","windows 10","720p50_parkrun_ter","WebM","235.25","96","null","173.25","34.25","null","false","false","true"
"firefox","Desktop PC","gatsby","windows 10","Netflix_Aerial_4096x2160_60fps_8bit_420","WebM","763","176.25","242.5","479.25","57.75","80.5","false","false","false"
"firefox","Desktop PC","gatsby","windows 10","sintel_trailer_2k_1080p24_lowBitrate","WebM","78.5","84.5","64.75","29.25","30","26.75","true","true","true"
"firefox","Desktop PC","next","windows 10","720p50_parkrun_ter","H265","85.25","105","47.5","30.75","40.25","13.75","true","true","true"
"firefox","Desktop PC","next","windows 10","Netflix_Aerial_4096x2160_60fps_8bit_420","H265","158.25","147","51","53.75","46","14.5","true","true","true"
"firefox","Desktop PC","next","windows 10","sintel_trailer_2k_1080p24_lowBitrate","H265","100.5","87","55.75","33.25","31","16.25","true","true","true"
"firefox","Desktop PC","next","windows 10","720p50_parkrun_ter","WebM","381.25","120.5","22836.75","174.5","37.5","null","false","false","false"
"firefox","Desktop PC","next","windows 10","Netflix_Aerial_4096x2160_60fps_8bit_420","WebM","1187.75","244.5","251.5","513.75","86","92.25","false","false","false"
"firefox","Desktop PC","next","windows 10","sintel_trailer_2k_1080p24_lowBitrate","WebM","100.5","87","55.75","33.25","31","16.25","true","true","true"
"chrome","Desktop PC","react","windows 10","720p50_parkrun_ter","H265","144.07500000018626","151.4250000002794","112.32500000065193","50.65000000037253","49.02499999990687","28.875","false","false","true"
"chrome","Desktop PC","react","windows 10","Netflix_Aerial_4096x2160_60fps_8bit_420","H265","191.4499999997206","155.69999999925494","53.52500000037253","62.19999999925494","49.375","14.600000000558794","false","false","true"
"chrome","Desktop PC","react","windows 10","sintel_trailer_2k_1080p24_lowBitrate","H265","130.5500000002794","104.59999999916181","72.25","47.450000000186265","35.8249999997206","23.59999999962747","false","false","true"
"chrome","Desktop PC","react","windows 10","720p50_parkrun_ter","WebM","87.35000000009313","62.200000000651926","50.325000000186265","37.97500000009313","21.25000000046566","13.799999999813735","false","false","false"
"chrome","Desktop PC","react","windows 10","Netflix_Aerial_4096x2160_60fps_8bit_420","WebM","273.5249999994412","79.9750000005588","69.62499999953434","107.47499999962747","28.850000000558794","22.824999999720603","false","false","false"
"chrome","Desktop PC","react","windows 10","sintel_trailer_2k_1080p24_lowBitrate","WebM","130.5500000002794","104.59999999916181","72.25","47.450000000186265","35.8249999997206","23.59999999962747","false","false","true"
"firefox","Desktop PC","react","windows 10","720p50_parkrun_ter","H265","76.75","82.75","36.5","28","30.5","10.5","true","true","true"
"firefox","Desktop PC","react","windows 10","Netflix_Aerial_4096x2160_60fps_8bit_420","H265","82.5","79.5","37.75","28","28.5","10.5","true","true","true"
"firefox","Desktop PC","react","windows 10","sintel_trailer_2k_1080p24_lowBitrate","H265","85.5","87.75","36.25","30.25","29.75","10.5","true","true","true"
"firefox","Desktop PC","react","windows 10","720p50_parkrun_ter","WebM","130","43","108","46.75","14","27","false","false","false"
"firefox","Desktop PC","react","windows 10","Netflix_Aerial_4096x2160_60fps_8bit_420","WebM","403.5","138.5","138","151.25","53.75","49","false","false","false"
"firefox","Desktop PC","react","windows 10","sintel_trailer_2k_1080p24_lowBitrate","WebM","85.5","87.75","36.25","30.25","29.75","10.5","true","true","true"
"chrome","Desktop PC","remix","windows 10","720p50_parkrun_ter","H265","191.32499999995343","78.17499999993015","91.84999999997672","48.199999999953434","20.399999999906868","30.75","false","false","true"
"chrome","Desktop PC","remix","windows 10","Netflix_Aerial_4096x2160_60fps_8bit_420","H265","249.52500000002328","136.79999999993015","54.10000000009313","63.125","34.79999999993015","22.07500000006985","false","false","true"
"chrome","Desktop PC","remix","windows 10","sintel_trailer_2k_1080p24_lowBitrate","H265","218.50000000011642","112.47499999997672","84.57499999995343","55.47500000009313","28.9000000001397","35.300000000046566","false","false","true"
"chrome","Desktop PC","remix","windows 10","720p50_parkrun_ter","WebM","209.64999999979045","37.77499999990687","null","49.625","9.249999999883585","null","false","false","true"
"chrome","Desktop PC","remix","windows 10","Netflix_Aerial_4096x2160_60fps_8bit_420","WebM","568.5250000001397","50.7249999998603","24.800000000046566","142.20000000006985","12.125","6.175000000046566","false","false","false"
"chrome","Desktop PC","remix","windows 10","sintel_trailer_2k_1080p24_lowBitrate","WebM","218.50000000011642","112.47499999997672","84.57499999995343","55.47500000009313","28.9000000001397","35.300000000046566","false","false","true"
"firefox","Desktop PC","remix","windows 10","720p50_parkrun_ter","H265","104.25","171.5","41.5","36.25","56.75","12.75","true","true","true"
"firefox","Desktop PC","remix","windows 10","Netflix_Aerial_4096x2160_60fps_8bit_420","H265","98","115","50","35.25","46.5","15.75","true","true","true"
"firefox","Desktop PC","remix","windows 10","sintel_trailer_2k_1080p24_lowBitrate","H265","82.75","117","53","30.75","41.5","16.5","true","true","true"
"firefox","Desktop PC","remix","windows 10","720p50_parkrun_ter","WebM","440.75","132.25","8704.5","204.5","41","null","false","false","false"
"firefox","Desktop PC","remix","windows 10","Netflix_Aerial_4096x2160_60fps_8bit_420","WebM","1182","227","215.25","512.25","75","73.5","false","false","false"
"firefox","Desktop PC","remix","windows 10","sintel_trailer_2k_1080p24_lowBitrate","WebM","82.75","117","53","30.75","41.5","16.5","true","true","true"
"chrome","Lenovo 20Y7003XGE","next","Windows 11","720p50_parkrun_ter","H265","11.75","35.04999999998836","30.574999999982538","3.3999999999941792","8.424999999959255","8.674999999988358","false","false","true"
"chrome","Lenovo 20Y7003XGE","next","Windows 11","Netflix_Aerial_4096x2160_60fps_8bit_420","H265","17.92499999998836","32.17499999998836","27.550000000046566","4.9500000000116415","8.125000000029104","7.2000000000116415","false","false","true"
"chrome","Lenovo 20Y7003XGE","next","Windows 11","sintel_trailer_2k_1080p24_lowBitrate","H265","11.125000000029104","10.85000000000582","22.524999999965075","3.150000000023283","2.9500000000116415","7.274999999994179","false","false","true"
"chrome","Lenovo 20Y7003XGE","next","Windows 11","720p50_parkrun_ter","WebM","28.724999999976717","27.674999999959255","19.549999999959255","6.875","6.7999999999883585","null","false","false","false"
"chrome","Lenovo 20Y7003XGE","next","Windows 11","Netflix_Aerial_4096x2160_60fps_8bit_420","WebM","26.77499999999418","21.124999999970896","17.17499999998836","6.7000000000116415","4.9249999999883585","3.9750000000058208","false","false","false"
"chrome","Lenovo 20Y7003XGE","next","Windows 11","sintel_trailer_2k_1080p24_lowBitrate","WebM","11.125000000029104","10.85000000000582","22.524999999965075","3.150000000023283","2.9500000000116415","7.274999999994179","false","false","true"
"chrome","Lenovo 20Y7003XGE","react","Windows 11","720p50_parkrun_ter","H265","12.849999999860302","13.524999999906868","22.6500000001397","2.950000000069849","3.4749999998603016","6.700000000069849","false","false","true"
"chrome","Lenovo 20Y7003XGE","react","Windows 11","Netflix_Aerial_4096x2160_60fps_8bit_420","H265","14.125","14.274999999790452","22.775000000023283","4.049999999930151","4.649999999906868","6.524999999906868","false","false","true"
"chrome","Lenovo 20Y7003XGE","react","Windows 11","sintel_trailer_2k_1080p24_lowBitrate","H265","14.150000000139698","13.899999999906868","24.04999999993015","3.9000000001396984","4.050000000046566","7.900000000023283","false","false","true"
"chrome","Lenovo 20Y7003XGE","react","Windows 11","720p50_parkrun_ter","WebM","10.974999999976717","19.949999999953434","28.274999999906868","2.1250000002328306","4.699999999953434","3.6999999998370185","false","false","false"
"chrome","Lenovo 20Y7003XGE","react","Windows 11","Netflix_Aerial_4096x2160_60fps_8bit_420","WebM","11.349999999860302","22.324999999953434","17.774999999906868","2.6749999998137355","5.225000000093132","4.274999999906868","false","false","false"
"chrome","Lenovo 20Y7003XGE","react","Windows 11","sintel_trailer_2k_1080p24_lowBitrate","WebM","14.150000000139698","13.899999999906868","24.04999999993015","3.9000000001396984","4.050000000046566","7.900000000023283","false","false","true"
"chrome","Lenovo 20Y7003XGE","remix","Windows 11","720p50_parkrun_ter","H265","38.02500000002328","28.64999999999418","42.449999999953434","9.574999999982538","7.550000000017462","13.27499999999418","false","false","true"
"chrome","Lenovo 20Y7003XGE","remix","Windows 11","Netflix_Aerial_4096x2160_60fps_8bit_420","H265","46.85000000000582","40.374999999970896","25","11.699999999982538","10.175000000046566","8.199999999982538","false","false","true"
"chrome","Lenovo 20Y7003XGE","remix","Windows 11","sintel_trailer_2k_1080p24_lowBitrate","H265","31.075000000040745","26.999999999970896","23.625","7.8250000000116415","7.024999999994179","7.949999999982538","false","false","true"
"chrome","Lenovo 20Y7003XGE","remix","Windows 11","720p50_parkrun_ter","WebM","19.974999999976717","19.675000000046566","16.175000000046566","4.975000000005821","3.974999999976717","null","false","false","false"
"chrome","Lenovo 20Y7003XGE","remix","Windows 11","Netflix_Aerial_4096x2160_60fps_8bit_420","WebM","33.60000000000582","21.250000000029104","20.10000000000582","7.5750000000116415","4.8250000000116415","4.675000000046566","false","false","false"
"chrome","Lenovo 20Y7003XGE","remix","Windows 11","sintel_trailer_2k_1080p24_lowBitrate","WebM","31.075000000040745","26.999999999970896","23.625","7.8250000000116415","7.024999999994179","7.949999999982538","false","false","true"
"chrome","Lenovo 20Y7003XGE","astro","Windows 11","720p50_parkrun_ter","H265","10.500000000116415","37.9000000001397","99.15000000002328","2.9000000001396984","9.650000000023283","25.899999999906868","false","false","true"
"chrome","Lenovo 20Y7003XGE","astro","Windows 11","Netflix_Aerial_4096x2160_60fps_8bit_420","H265","18.349999999976717","39.09999999997672","31.874999999883585","5.324999999953434","10.275000000023283","8.92499999993015","false","false","true"
"chrome","Lenovo 20Y7003XGE","astro","Windows 11","sintel_trailer_2k_1080p24_lowBitrate","H265","11.324999999953434","27.825000000186265","22.82499999983702","3.3750000001164153","7.699999999953434","7.500000000116415","false","false","true"
"chrome","Lenovo 20Y7003XGE","astro","Windows 11","720p50_parkrun_ter","WebM","19.57500000006985","16","15.649999999790452","4.724999999976717","3.2499999998835847","3.75","false","false","false"
"chrome","Lenovo 20Y7003XGE","astro","Windows 11","Netflix_Aerial_4096x2160_60fps_8bit_420","WebM","30.7750000001397","19.775000000023283","16.350000000209548","7.425000000046566","4.774999999906868","3.275000000023283","false","false","false"
"chrome","Lenovo 20Y7003XGE","astro","Windows 11","sintel_trailer_2k_1080p24_lowBitrate","WebM","11.324999999953434","27.825000000186265","22.82499999983702","3.3750000001164153","7.699999999953434","7.500000000116415","false","false","true"
"firefox","Lenovo 20Y7003XGE","astro","Windows 11","720p50_parkrun_ter","H265","125.25","167.75","40.25","46","55.25","11.5","true","true","true"
"firefox","Lenovo 20Y7003XGE","astro","Windows 11","Netflix_Aerial_4096x2160_60fps_8bit_420","H265","200.5","188","37.5","80.75","73.75","11.75","true","true","true"
"firefox","Lenovo 20Y7003XGE","astro","Windows 11","sintel_trailer_2k_1080p24_lowBitrate","H265","177","178.75","40","58","67.5","10.75","true","true","true"
"firefox","Lenovo 20Y7003XGE","astro","Windows 11","720p50_parkrun_ter","WebM","206.5","134.25","159.75","73","50.5","54","false","false","false"
"firefox","Lenovo 20Y7003XGE","astro","Windows 11","Netflix_Aerial_4096x2160_60fps_8bit_420","WebM","655","454.25","392.25","219.75","156.25","143.75","false","false","false"
"firefox","Lenovo 20Y7003XGE","astro","Windows 11","sintel_trailer_2k_1080p24_lowBitrate","WebM","177","178.75","40","58","67.5","10.75","true","true","true"
"chrome","Lenovo 20Y7003XGE","gatsby","Windows 11","720p50_parkrun_ter","H265","33.95000000012806","34.70000000001164","131.42499999998836","8.57500000006985","8.700000000011642","34.699999999953434","false","false","true"
"chrome","Lenovo 20Y7003XGE","gatsby","Windows 11","Netflix_Aerial_4096x2160_60fps_8bit_420","H265","34.44999999983702","35.02500000008149","20.90000000008149","8.84999999991851","9.525000000023283","7.125","false","false","true"
"chrome","Lenovo 20Y7003XGE","gatsby","Windows 11","sintel_trailer_2k_1080p24_lowBitrate","H265","26.32500000006985","24.70000000001164","20.84999999991851","6.799999999930151","6.0750000000116415","6.399999999965075","false","false","true"
"chrome","Lenovo 20Y7003XGE","gatsby","Windows 11","720p50_parkrun_ter","WebM","18.700000000186265","17.299999999871943","null","4.375000000058208","3.849999999976717","null","false","false","true"
"chrome","Lenovo 20Y7003XGE","gatsby","Windows 11","Netflix_Aerial_4096x2160_60fps_8bit_420","WebM","20.92499999998836","19.45000000006985","16.774999999965075","4.975000000034925","4.375","4","false","false","false"
"chrome","Lenovo 20Y7003XGE","gatsby","Windows 11","sintel_trailer_2k_1080p24_lowBitrate","WebM","26.32500000006985","24.70000000001164","20.84999999991851","6.799999999930151","6.0750000000116415","6.399999999965075","false","false","true"
"firefox","Lenovo 20Y7003XGE","gatsby","Windows 11","720p50_parkrun_ter","H265","144.5","121","45.5","57","51.5","13.75","true","true","true"
"firefox","Lenovo 20Y7003XGE","gatsby","Windows 11","Netflix_Aerial_4096x2160_60fps_8bit_420","H265","252.75","225.25","54.5","103.5","88.75","32.5","true","true","true"
"firefox","Lenovo 20Y7003XGE","gatsby","Windows 11","sintel_trailer_2k_1080p24_lowBitrate","H265","138.75","183","35.25","44.5","58","9.5","true","true","true"
"firefox","Lenovo 20Y7003XGE","gatsby","Windows 11","720p50_parkrun_ter","WebM","203.5","158.75","8089.5","77.25","60.5","null","false","false","false"
"firefox","Lenovo 20Y7003XGE","gatsby","Windows 11","Netflix_Aerial_4096x2160_60fps_8bit_420","WebM","585.75","258","244","220","98.75","98.5","false","false","false"
"firefox","Lenovo 20Y7003XGE","gatsby","Windows 11","sintel_trailer_2k_1080p24_lowBitrate","WebM","138.75","183","35.25","44.5","58","9.5","true","true","true"
"firefox","Lenovo 20Y7003XGE","next","Windows 11","720p50_parkrun_ter","H265","85.75","79.25","36.75","29.75","27.25","10.75","true","true","true"
"firefox","Lenovo 20Y7003XGE","next","Windows 11","Netflix_Aerial_4096x2160_60fps_8bit_420","H265","79.25","103","35.25","27.25","41.5","11","true","true","true"
"firefox","Lenovo 20Y7003XGE","next","Windows 11","sintel_trailer_2k_1080p24_lowBitrate","H265","113.75","101.25","42.25","40","41.25","13.75","true","true","true"
"firefox","Lenovo 20Y7003XGE","next","Windows 11","720p50_parkrun_ter","WebM","123","134.5","null","46.5","52.5","null","false","false","false"
"firefox","Lenovo 20Y7003XGE","next","Windows 11","Netflix_Aerial_4096x2160_60fps_8bit_420","WebM","542.25","546.75","449.5","192.5","195.5","167","false","false","false"
"firefox","Lenovo 20Y7003XGE","next","Windows 11","sintel_trailer_2k_1080p24_lowBitrate","WebM","113.75","101.25","42.25","40","41.25","13.75","true","true","true"
"firefox","Lenovo 20Y7003XGE","react","Windows 11","720p50_parkrun_ter","H265","166.25","109","39.25","47.75","45.25","11.75","true","true","true"
"firefox","Lenovo 20Y7003XGE","react","Windows 11","Netflix_Aerial_4096x2160_60fps_8bit_420","H265","161","282","32.25","68","119.75","9.25","true","true","true"
"firefox","Lenovo 20Y7003XGE","react","Windows 11","sintel_trailer_2k_1080p24_lowBitrate","H265","136.75","189.5","35.25","45.25","62.5","10","true","true","true"
"firefox","Lenovo 20Y7003XGE","react","Windows 11","720p50_parkrun_ter","WebM","186.5","132.75","188.5","67.75","48.25","71","false","false","false"
"firefox","Lenovo 20Y7003XGE","react","Windows 11","Netflix_Aerial_4096x2160_60fps_8bit_420","WebM","695.25","299.75","450.75","269","118.5","149.25","false","false","false"
"firefox","Lenovo 20Y7003XGE","react","Windows 11","sintel_trailer_2k_1080p24_lowBitrate","WebM","136.75","189.5","35.25","45.25","62.5","10","true","true","true"
"firefox","Lenovo 20Y7003XGE","remix","Windows 11","720p50_parkrun_ter","H265","311","87.5","45.25","107","30","13.75","true","true","true"
"firefox","Lenovo 20Y7003XGE","remix","Windows 11","Netflix_Aerial_4096x2160_60fps_8bit_420","H265","107.75","82.5","39.5","36.5","31.75","12.5","true","true","true"
"firefox","Lenovo 20Y7003XGE","remix","Windows 11","sintel_trailer_2k_1080p24_lowBitrate","H265","134.75","123.75","56.5","43.75","47.5","20","true","true","true"
"firefox","Lenovo 20Y7003XGE","remix","Windows 11","720p50_parkrun_ter","WebM","183.25","127.5","12402.75","68","42","null","false","false","false"
"firefox","Lenovo 20Y7003XGE","remix","Windows 11","Netflix_Aerial_4096x2160_60fps_8bit_420","WebM","528.75","295.25","290.25","207.5","111.5","113.5","false","false","false"
"firefox","Lenovo 20Y7003XGE","remix","Windows 11","sintel_trailer_2k_1080p24_lowBitrate","WebM","134.75","123.75","56.5","43.75","47.5","20","true","true","true"